country,manufacturing_site,vendor,molecule_test_type,brand,scheduled_delivery_date_y,manufacturing_site_idsum,manufacturing_site_idcount,manufacturing_site_idmean,manufacturing_site_packsum,manufacturing_site_packcount,manufacturing_site_packmean,manufacturing_site_quantitysum,manufacturing_site_quantitycount,manufacturing_site_quantitymean,manufacturing_site_valuesum,manufacturing_site_valuecount,manufacturing_site_valuemean,manufacturing_site_pricesum,manufacturing_site_pricecount,manufacturing_site_pricemean,manufacturing_site_pricesum,manufacturing_site_pricecount,manufacturing_site_pricemean,manufacturing_site_designationsum,manufacturing_site_designationcount,manufacturing_site_designationmean,manufacturing_site_usdsum,manufacturing_site_usdcount,manufacturing_site_usdmean,manufacturing_site_calculatedsum,manufacturing_site_calculatedcount,manufacturing_site_calculatedmean,manufacturing_site_calculatedsum,manufacturing_site_calculatedcount,manufacturing_site_calculatedmean
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Haiti,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Mozambique,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Zambia,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Zimbabwe,"Alere Medical Co., Ltd.","Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
"Congo, DRC","Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Uganda,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
"Congo, DRC","Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Côte d'Ivoire,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Zimbabwe,"Alere Medical Co., Ltd.","Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Mali,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Burundi,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Zambia,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Côte d'Ivoire,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Côte d'Ivoire,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Sierra Leone,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Zambia,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Guyana,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
"Congo, DRC","Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Côte d'Ivoire,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Swaziland,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Swaziland,"Alere Medical Co., Ltd.","Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
"Congo, DRC","Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
"Congo, DRC","Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
"Congo, DRC","Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
South Sudan,"Alere Medical Co., Ltd.","Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
Nigeria,"Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,2015,5205589,110,47323.53636363636,9371,110,85.19090909090909,253029,110,2300.2636363636366,20504262.75,110,186402.38863636364,7366.42,110,66.96745454545454,151.6,110,1.3781818181818182,72,110,0.6545454545454545,22814.8,110,207.40727272727273,5041988.917093705,110,45836.262882670046,45176569.162574336,110,410696.08329613035
